frame,t_detik,occupancy,masuk,keluar,id_kumulatif
116,5.04,4,0,1,17
117,5.09,4,0,1,17
118,5.13,4,0,1,17
119,5.17,5,0,1,17
120,5.22,4,0,1,17
121,5.26,5,0,1,17
122,5.3,8,0,1,19
123,5.35,7,0,1,19
124,5.39,6,0,1,19
125,5.43,6,0,1,19
126,5.48,7,0,1,20
127,5.52,7,0,1,20
128,5.57,7,0,1,20
129,5.61,6,0,1,20
130,5.65,6,0,1,21
131,5.7,5,0,1,21
132,5.74,5,0,1,21
133,5.78,4,0,1,21
134,5.83,4,0,1,21
135,5.87,4,0,1,21
136,5.91,7,0,1,22
137,5.96,5,0,1,22
138,6.0,5,0,1,22
139,6.04,6,0,1,22
140,6.09,6,0,1,23
141,6.13,7,0,1,23
142,6.17,7,0,1,23
143,6.22,7,0,1,23
144,6.26,7,0,1,23
145,6.3,8,0,1,24
146,6.35,9,0,1,25
147,6.39,7,0,1,25
148,6.43,7,0,1,25
149,6.48,8,0,1,25
150,6.52,9,0,1,25
151,6.57,8,0,1,25
152,6.61,7,0,1,25
153,6.65,8,0,1,26
154,6.7,8,0,1,27
155,6.74,8,0,1,27
156,6.78,8,0,1,27
157,6.83,7,0,1,27
158,6.87,8,1,1,28
159,6.91,8,1,1,28
160,6.96,10,1,1,29
161,7.0,7,1,1,29
162,7.04,8,1,1,30
163,7.09,9,1,1,30
164,7.13,11,1,1,31
165,7.17,11,2,1,31
166,7.22,10,2,1,31
167,7.26,11,2,1,31
168,7.3,9,2,1,31
169,7.35,9,2,1,31
170,7.39,7,2,1,31
171,7.43,6,3,1,31
172,7.48,6,3,1,31
173,7.52,6,3,1,31
174,7.57,6,3,1,31
175,7.61,5,3,1,31
176,7.65,5,3,1,31
177,7.7,6,3,1,31
178,7.74,6,3,1,31
179,7.78,6,3,1,31
180,7.83,7,3,1,31
181,7.87,6,3,1,31
182,7.91,6,3,1,31
183,7.96,5,3,1,31
184,8.0,5,3,1,31
185,8.04,4,3,1,31
186,8.09,4,3,1,31
187,8.13,4,3,1,31
188,8.17,5,3,1,31
189,8.22,5,3,1,31
190,8.26,5,3,1,31
191,8.3,5,3,1,31
192,8.35,5,3,1,31
193,8.39,5,3,1,31
194,8.43,5,3,1,31
195,8.48,5,3,1,31
196,8.52,5,3,1,31
197,8.57,5,3,1,31
198,8.61,5,3,1,31
199,8.65,5,3,1,31
200,8.7,5,3,1,31
201,8.74,5,3,1,31
202,8.78,6,3,1,31
203,8.83,6,3,1,31
204,8.87,6,3,1,31
205,8.91,6,3,1,31
206,8.96,6,3,1,31
207,9.0,6,3,1,31
208,9.04,6,3,1,31
209,9.09,6,3,1,31
210,9.13,7,3,1,32
211,9.17,8,3,1,33
212,9.22,8,3,1,34
213,9.26,8,3,1,34
214,9.3,8,3,1,34
215,9.35,8,3,1,34
216,9.39,8,3,1,34
217,9.43,8,3,1,34
218,9.48,9,3,1,35
219,9.52,6,3,1,35
220,9.57,6,3,1,35
221,9.61,6,3,1,35
222,9.65,6,3,1,35
223,9.7,5,3,1,35
224,9.74,5,3,1,35
225,9.78,5,3,1,35
226,9.83,5,4,1,35
227,9.87,5,4,1,35
228,9.91,5,4,1,35
229,9.96,5,4,1,35
230,10.0,6,4,1,35
231,10.04,6,4,1,35
232,10.09,7,4,2,35
